From,To,Count
133,5645,3
133,6086,1
133,6148,3
134,993,2
134,3263,22
134,3417,2
134,6056,10
135,135,3
135,921,5
135,3477,15
136,136,1
136,652,2
136,722,3
136,794,2
136,1374,4
136,1594,3
136,2571,3
136,2766,2
136,3718,4
136,3784,2
136,3896,3
136,4853,3
136,5316,3
136,6283,1
137,208,1
137,697,1
137,826,1
137,5661,1
138,718,1
138,3344,8
138,3417,1
138,4387,1
139,952,2
139,2980,2
139,4061,4
139,4073,4
140,321,1
140,1150,3
140,2980,1
140,3863,1
140,4040,2
140,6056,8
140,6104,1
141,971,1
141,1123,1
141,1341,1
141,2077,10
141,2891,1
141,3004,5
141,4421,1
141,5577,9
142,142,3
142,2770,3
142,3344,24
142,3798,3
142,5119,3
142,6245,12
143,1021,9
144,1457,2
144,1724,2
144,2690,2
144,4709,2
145,145,1
147,2720,7
147,2759,3
147,3908,2
147,4790,3
148,423,3
148,5675,3
149,3609,2
150,150,2
150,550,1
150,4262,1
151,151,1
151,2292,2
151,2301,1
151,3417,3
151,4037,2
151,5858,2
151,6290,6
152,5215,3
153,1961,3
153,5839,1
153,5990,3
153,6056,2
154,5990,21
155,1384,1
156,6056,12
157,351,2
157,431,2
157,2693,2
157,2720,6
158,351,2
158,2693,2
159,849,3
159,1137,3
159,1374,234
159,1757,3
159,2138,6
159,2143,12
159,2189,8
159,2424,5
159,3814,6
159,4148,3
159,4785,3
159,5291,6
159,5709,3
159,5804,9
159,6128,3
159,6176,2
160,160,1
160,293,2
160,307,3
160,696,6
160,793,4
160,1546,31
160,1849,3
160,2049,3
160,2187,7
160,2268,3
160,2439,3
160,2651,5
160,3457,1
160,3772,1
160,4109,10
160,4629,3
160,4912,6
160,4943,3
160,5462,3
160,5482,6
160,6247,12
160,6435,3
161,1606,1
161,6148,4
162,5924,3
164,3172,95
164,5448,95
165,4035,7
166,2175,3
167,2175,6
167,2761,3
168,204,2
168,729,2
168,858,2
168,1198,1
168,1229,2
168,1311,2
168,1327,1
168,1358,1
168,1390,4
168,1426,2
168,1449,2
168,1669,2
168,1772,2
168,1847,4
168,2083,1
168,2226,9
168,2292,1
168,2348,13
168,2598,13
168,2623,2
168,2767,7
168,2775,13
168,2776,2
168,3002,4
168,3059,2
168,3069,2
168,3076,12
168,3124,2
168,3134,2
168,3193,1
168,3224,2
168,3844,1
168,3857,2
168,3961,7
168,3995,7
168,4028,1
168,4037,15
168,4040,2
168,4044,30
168,4073,73
168,4127,2
168,4195,9
168,4348,4
168,4383,5
168,4390,3
168,4432,18
168,4527,3
168,4685,1
168,4694,3
168,4856,1
168,4913,6
168,5214,16
168,5277,2
168,5288,5
168,5462,3
168,5509,56
168,5657,3
168,5661,2
168,5689,12
168,5693,2
168,5839,1
168,5968,8
168,5985,2
168,6056,25
168,6060,2
168,6119,4
168,6254,1
168,6307,10
168,6415,3
168,6466,8
168,6532,1
169,369,1
169,2209,13
170,544,5
170,2160,1
170,3909,2
170,5762,2
171,171,25
171,472,5
171,548,11
171,602,3
171,609,4
171,785,1
171,835,3
171,1023,6
171,1041,7
171,1049,1
171,1069,2
171,1072,15
171,1086,7
171,1313,1
171,1398,1
171,1404,13
171,1455,1
171,1469,1
171,1588,9
171,1665,7
171,1703,2
171,1745,8
171,2219,5
171,2232,14
171,2272,7
171,2351,6
171,2425,2
171,2573,46
171,2602,7
171,2720,161
171,2747,12
171,2749,2
171,2767,2
171,2804,27
171,2872,4
171,2969,15
171,3003,6
171,3046,4
171,3104,2
171,3119,7
171,3215,4
171,3258,5
171,3363,2
171,3508,3
171,3758,2
171,3760,2
171,3798,3
171,3903,4
171,4033,7
171,4034,2
171,4035,1
171,4061,8
171,4137,23
171,4311,10
171,4363,8
171,4443,20
171,4510,2
171,4841,31
171,4942,2
171,5096,106
171,5108,2
171,5110,4
171,5214,2
171,5215,41
171,5285,87
171,5293,1
171,5294,6
171,5446,1
171,5486,8
171,5514,13
171,5604,26
171,5636,2
171,5860,2
171,5862,1
171,5871,11
171,5900,24
171,5911,33
171,5967,6
171,5981,1
171,5983,80
171,6180,83
171,6186,6
171,6242,82
171,6244,2
171,6294,13
171,6352,1
172,1698,2
172,5214,4
172,5509,6
173,173,3
173,1313,3
173,3262,3
173,3344,5
173,4044,6
173,5693,7
174,4573,3
175,1127,1
175,3263,7
175,3796,3
175,6056,8
175,6254,3
175,6500,7
176,266,1
176,609,11
176,1225,4
176,2173,2
176,2263,2
176,3532,3
176,3787,1
176,5446,4
177,2750,6
177,3128,6
177,3417,6
178,253,4
178,1872,1
178,2323,1
178,3379,1
178,3807,2
178,5215,14
178,5302,6
178,6244,3
179,242,3
179,4684,1
180,1938,12
180,2573,37
180,2720,12
180,3040,11
180,3488,2
180,4061,4
180,4830,4
180,5183,2
180,5214,4
180,5215,141
180,5276,16
180,5299,2
180,5388,2
180,5911,4
180,5983,2
180,6244,3
181,5215,5
181,5299,1
182,293,2
182,3187,2
183,183,76
183,293,1
183,696,3
183,1026,3
183,1097,76
183,1389,2
183,3029,3
183,3032,1
183,3571,2
183,4267,2
183,5577,1
183,6434,14
184,5911,6
185,641,3
186,2693,21
189,1026,2
189,1773,2
189,1922,2
189,2975,3
189,3004,1
189,3857,2
189,5326,1
189,5429,1
190,2082,1
190,5212,3
191,2139,3
191,2513,2
191,4384,19
191,4658,2
191,4872,9
191,5479,1
191,5926,18
191,6061,3
191,6251,3
191,6379,6
191,6415,42
191,6431,3
191,6594,2
192,2292,6
193,265,1
193,1801,3
193,2133,3
193,2975,3
193,3304,3
193,3795,12
193,4067,9
193,5284,1
193,6148,1
193,6405,3
194,793,13
194,2187,1
194,3029,7
194,3772,13
194,4109,12
194,6247,12
195,3171,2
195,3353,2
195,5411,2
196,196,181
198,793,11
198,3004,2
198,3029,80
198,3637,1
198,3772,11
198,3795,1
198,4109,6
198,5577,2
198,6247,6
200,505,3
200,2693,2
200,4235,2
200,4601,3
200,5990,3
201,358,2
201,2209,2
201,5733,2
202,1753,1
202,2573,5
203,730,3
203,3547,3
203,5462,6
203,5689,3
204,168,2
204,3224,3
204,3602,3
204,3961,2
204,4073,9
205,1696,1
205,4829,1
205,4916,6
206,961,4
206,1367,3
206,1927,3
206,2292,12
206,2573,2
206,2750,15
206,3819,1
206,3965,2
206,4196,12
206,4197,5
206,4432,3
206,5269,8
206,5514,2
206,5742,6
206,5911,22
206,6056,4
206,6415,3
207,3124,3
208,529,3
208,2703,3
208,3897,1
208,5286,3
209,209,3
209,633,1
209,4442,1
209,6086,2
210,210,1
210,493,2
210,850,3
210,872,1
210,1010,1
210,1424,1
210,1847,12
210,2182,5
210,2209,2
210,2344,6
210,2619,3
210,3344,6
210,3638,2
210,3713,2
210,3798,2
210,3961,2
210,3995,1
210,5296,2
210,5509,1
210,5693,3
210,6277,1
211,2301,1
211,6056,23
212,2750,1
213,1026,2
213,5796,3
214,5215,1
215,4432,5
216,2209,4
216,2875,2
216,3259,2
216,5733,2
217,489,3
217,1540,2
217,2209,3
217,3064,1
217,3185,1
217,3348,1
218,286,6
218,5296,6
218,5839,6
218,6056,4
219,321,3
219,2290,2
219,2292,4
219,3863,3
219,4062,3
219,5462,8
219,6162,3
221,1327,4
221,2386,1
221,3683,1
222,1540,3
223,1295,17
223,1843,6
223,2573,6
223,2619,3
223,2720,4
223,2969,6
223,3443,3
223,3603,2
223,3760,7
223,4044,13
223,4073,13
223,4841,3
223,5215,63
223,5486,2
223,5555,2
223,5911,59
223,5948,2
223,6244,3
224,4969,2
225,2605,2
225,4383,1
225,4413,2
225,5215,2
225,6122,1
226,226,4
226,606,1
226,706,1
226,1367,3
226,1384,1
226,1671,1
226,2356,3
226,2518,3
226,2703,11
226,3198,3
226,3497,2
226,3897,2
226,4391,1
226,4589,10
226,5201,1
226,5239,2
226,5341,3
226,5697,3
226,5909,3
226,6086,1
226,6124,1
226,6223,1
227,1068,1
227,2703,5
227,3254,3
227,3913,1
227,4589,3
227,5697,2
227,6053,1
227,6086,1
227,6223,1
227,6591,1
228,423,6
228,5675,6
229,5509,14
230,6415,7
231,191,3
231,2571,1
231,2959,1
231,3448,3
231,3548,3
231,4432,1
231,4942,4
231,6415,6
232,1120,2
233,1198,2
233,2540,1
233,4404,3
233,5212,1
234,2666,3
234,2813,3
234,3822,4
234,4383,4
234,4748,1
234,5462,5
234,5895,1
235,696,1
235,867,4
235,1025,3
235,1097,12
235,1546,9
235,2439,3
235,2665,1
235,2792,4
235,3108,1
235,3206,3
235,3438,9
235,3863,1
235,4177,3
235,4429,62
235,5455,12
235,6278,1
236,120,4
236,236,5
236,293,10
236,321,2
236,492,4
236,590,4
236,1025,4
236,1097,6
236,1228,21
236,1609,8
236,1785,24
236,3704,24
236,4416,24
236,4429,137
236,5284,1
236,5577,32
237,378,3
237,866,1
237,3246,5
238,951,9
238,3946,9
239,409,12
239,3263,37
239,3393,8
239,3796,21
239,3993,3
239,5477,10
239,6056,37
239,6254,2
239,6500,50
240,2232,3
240,4829,9
240,4936,9
240,5215,10
240,6244,6
241,3029,9
242,242,99
242,544,6
242,1367,1
242,2750,4
242,3474,1
242,4684,1
242,5122,1
242,5711,1
243,1374,3
243,1864,3
243,2209,2
243,3263,2
244,2386,2
244,3388,2
245,2720,4
246,246,2
246,998,4
246,1138,4
246,5509,25
247,479,3
247,722,25
247,787,9
247,849,66
247,1257,13
247,1374,349
247,1413,12
247,1728,4
247,1798,3
247,1801,132
247,1864,15
247,1919,2
247,2138,3
247,2189,150
247,2373,2
247,2424,8
247,2613,2
247,2944,3
247,2948,5
247,3212,5
247,3304,90
247,3581,155
247,3784,6
247,3814,6
247,4056,3
247,4245,8
247,4365,3
247,4478,2
247,5125,2
247,5251,9
247,5899,3
247,5993,3
247,6164,3
247,6176,51
247,6202,16
247,6315,39
248,489,3
248,867,3
248,2290,3
248,3040,3
248,3483,3
248,4516,3
249,321,6
249,729,8
249,1433,5
249,1789,8
249,2550,2
249,3207,1
249,3224,10
249,3417,1
249,3863,8
249,4073,16
249,4305,2
249,5462,3
249,5530,1
249,6056,2
250,1435,4
250,2513,2
250,3618,4
250,4202,2
250,5581,4
250,6379,9
250,6415,16
251,3707,2
251,4933,2
252,4078,2
253,178,7
253,180,2
253,782,3
253,972,1
253,1347,15
253,1843,1
253,1920,1
253,2082,18
253,2232,4
253,2249,2
253,2323,9
253,2351,6
253,2425,17
253,2573,6
253,2627,42
253,2708,35
253,2720,2
253,3030,3
253,3807,3
253,3886,4
253,3953,1
253,4808,1
253,4829,2
253,4838,5
253,4841,3
253,4916,5
253,5096,2
253,5215,71
253,5620,2
253,5826,3
253,5887,45
253,5948,3
253,6444,4
254,1289,2
254,4383,1
255,3497,1
258,5911,12
259,1742,1
259,1961,4
259,2786,1
259,3004,1
260,835,3
260,892,14
260,1049,4
260,1588,1
260,2812,4
260,3297,1
260,4513,2
260,5808,10
260,5922,1
260,6175,4
260,6237,6
260,6291,6
261,2209,2
261,3336,6
261,5351,2
261,5733,4
262,1419,45
262,4435,45
262,4759,45
263,5509,4
264,4073,10
264,5054,7
264,5215,6
264,5911,19
264,5980,3
265,4078,2
265,6148,3
266,176,1
266,329,2
266,489,5
266,602,11
266,609,10
266,753,5
266,835,13
266,1049,2
266,1129,1
266,1225,7
266,1398,3
266,1461,3
266,1469,1
266,1588,1
266,1648,1
266,1932,3
266,1954,2
266,2012,2
266,2173,2
266,2263,1
266,2366,5
266,2408,8
266,2747,10
266,2773,4
266,3003,4
266,3055,3
266,3297,11
266,3472,1
266,3530,4
266,3676,1
266,3863,16
266,3904,2
266,4042,3
266,4094,1
266,4173,2
266,4383,5
266,4421,5
266,4443,4
266,5223,1
266,5356,10
266,5446,2
266,5462,4
266,5577,1
266,5604,14
266,5812,2
266,5916,3
266,5922,3
266,6055,1
266,6180,3
266,6186,1
266,6415,3
267,1597,1
267,3004,3
267,4383,3
268,239,1
268,3796,1
268,6500,2
269,828,2
270,2750,3
270,3417,3
270,5371,3
271,551,6
271,1287,1
271,1384,6
271,1524,1
271,1671,2
271,2589,2
271,2652,1
271,3010,5
271,3627,8
271,3775,2
271,3897,7
271,4391,1
271,5201,2
271,5697,5
271,6124,1
271,6211,1
271,6293,1
272,3996,6
272,4050,9
272,5194,3
272,5223,9
272,5911,9
272,6415,17
273,340,1
273,1341,3
273,3794,1
273,6051,1
274,168,5
274,331,2
274,533,1
274,1327,5
274,1928,8
274,1934,3
274,3121,1
274,4127,2
274,4695,3
274,5223,1
274,6102,2
276,3297,12
276,6294,9
276,6388,9
276,6501,9
277,1419,15
277,2346,3
277,4435,15
277,4759,15
277,6162,3
278,1150,15
279,544,12
280,280,1
280,464,2
280,4244,1
281,544,1
282,1044,6
283,3029,5
284,1567,3
284,3040,3
284,6180,3
285,729,6
285,3886,2
285,4073,6
285,4744,2
285,5152,3
285,5184,3
285,5509,12
286,729,2
286,2767,2
286,3048,2
286,4044,2
286,4073,2
286,4322,4
286,5087,2
286,5152,2
286,5319,2
286,6056,8
287,563,1
287,1521,3
287,3904,1
287,5462,1
288,298,2
288,679,1
288,892,52
288,929,2
288,1014,1
288,1150,12
288,1935,1
288,2065,1
288,2078,2
288,2336,2
288,2506,9
288,3074,1
288,3547,1
288,4844,1
288,5842,1
288,6126,2
288,6182,9
288,6245,9
288,6471,46
288,6592,1
289,1961,5
291,2258,2
291,2417,2
291,3193,2
291,5509,2
291,6415,2
292,98,6
292,123,6
292,489,2
292,2373,1
292,3004,3
292,5313,1
292,5462,1
292,5571,1
293,383,6
293,439,3
293,571,11
293,874,1
293,1228,10
293,1328,4
293,1343,4
293,1350,1
293,1604,4
293,1616,1
293,1838,4
293,1857,1
293,2074,12
293,2085,1
293,2209,1
293,2631,12
293,2710,3
293,2944,3
293,3073,8
293,3313,3
293,3326,1
293,3484,3
293,3486,3
293,3636,1
293,4037,3
293,4378,85
293,4756,4
293,5010,3
293,5196,1
293,5212,90
293,5279,1
293,5326,4
293,5482,47
293,5577,4
293,5608,1
293,5837,4
293,5898,1
293,6405,3
294,3378,1
295,1595,1
295,4443,3
295,5604,7
296,481,1
296,826,1
296,1106,16
296,1329,10
296,1597,5
296,2037,10
296,2722,2
296,3114,1
296,3316,1
296,3392,1
296,3417,1
296,3822,1
296,4094,2
296,4141,1
296,4383,22
296,4465,1
296,5189,2
296,5194,6
296,5303,2
296,5462,10
296,5661,1
296,5911,11
296,6110,2
296,6505,6
297,88,3
297,2513,4
297,5726,4
297,6431,4
298,288,1
298,298,1
298,2124,5
298,3074,1
298,3246,3
298,5836,5
299,1289,1
299,4383,5
299,4768,1
300,626,4
300,1458,3
300,1669,4
300,4340,2
300,5462,3
300,5509,1
300,6093,3
301,172,2
301,425,1
301,476,2
301,753,2
301,970,2
301,1015,6
301,1327,2
301,1330,1
301,1453,1
301,1604,2
301,1698,2
301,1710,5
301,2209,20
301,2554,4
301,2767,2
301,2878,10
301,3121,4
301,3344,6
301,3552,2
301,3798,2
301,3863,1
301,4044,20
301,4124,1
301,4383,1
301,4688,2
301,4852,6
301,5165,3
301,5186,9
301,5214,10
301,5277,4
301,5356,3
301,5509,2
301,5577,2
301,5923,4
301,6443,2
301,6530,2
302,3004,3
302,3378,1
303,2292,2
303,2750,3
303,3040,1
303,3863,3
304,1341,1
304,1648,3
304,5212,1
305,5509,6
306,544,24
306,2903,9
307,464,3
307,1142,7
307,1143,4
307,1567,4
307,1913,15
307,2439,4
307,2809,3
307,3528,4
307,4190,4
307,4781,5
307,4842,3
307,5146,3
307,5337,6
307,6400,3
308,3906,5
308,4432,3
309,309,1
309,544,6
309,1955,6
309,2209,27
309,3029,4
309,3258,6
309,3785,2
309,4014,19
309,4125,6
309,5440,2
309,6357,17
310,650,4
310,1458,1
310,2017,2
310,2290,4
310,2343,1
310,2750,6
310,3053,4
310,3128,5
310,3417,6
310,3863,2
310,4868,1
310,4939,5
310,5165,1
310,5194,6
310,5223,3
311,5509,4
312,858,2
312,4073,6
313,1138,3
313,1176,2
313,1610,6
313,2720,5
313,2871,3
313,4000,4
313,4348,1
313,4510,2
313,5203,4
313,5272,2
313,5983,2
313,6398,2
314,3378,2
314,6278,4
315,315,3
315,544,6
315,788,3
316,316,1
316,2292,2
316,2878,3
316,3040,3
316,3443,3
316,3863,1
316,4432,3
316,5303,4
316,5911,4
317,606,1
317,776,1
317,1834,1
317,2709,1
317,3748,1
317,4589,5
317,5554,5
317,6086,1
317,6223,2
318,1355,4
318,2772,4
318,2977,4
318,2980,6
318,3353,3
318,5192,1
318,5287,5
318,5411,3
318,6229,4
319,171,1
319,548,1
319,607,19
319,609,1
319,835,2
319,892,1
319,972,14
319,1069,5
319,1404,2
319,1460,1
319,1537,1
319,1648,20
319,1847,1
319,2537,16
319,2750,6
319,3037,8
319,3116,2
319,3171,3
319,3172,8
319,3374,1
319,3726,4
319,3831,20
319,4347,2
319,5203,3
319,5215,7
319,5514,3
319,5900,2
319,5981,5
320,688,3
320,1367,1
320,4078,2
320,4432,3
320,4813,3
320,5462,3
321,121,1
321,236,4
321,429,3
321,643,1
321,661,11
321,696,6
321,772,1
321,840,3
321,846,5
321,1018,1
321,1022,8
321,1025,1
321,1130,2
321,1228,6
321,1350,3
321,1392,3
321,1426,13
321,1790,1
321,1938,1
321,1961,23
321,2012,2
321,2039,1
321,2280,1
321,2290,32
321,2292,19
321,2346,1
321,2364,6
321,2459,4
321,2543,1
321,2666,12
321,2712,1
321,2726,3
321,2771,1
321,2791,1
321,2891,3
321,2968,1
321,2996,1
321,3000,2
321,3004,11
321,3014,5
321,3029,8
321,3040,5
321,3062,1
321,3108,6
321,3224,3
321,3226,5
321,3243,6
321,3253,1
321,3294,2
321,3455,1
321,3528,4
321,3604,1
321,3619,14
321,3704,1
321,3807,1
321,3863,24
321,3882,1
321,3891,6
321,3975,2
321,4048,12
321,4073,28
321,4304,10
321,4321,3
321,4327,1
321,4422,1
321,4610,3
321,5055,2
321,5104,1
321,5315,2
321,5337,2
321,5443,2
321,5462,1
321,5502,1
321,5530,8
321,5708,2
321,5711,1
321,5743,1
321,5901,7
321,5939,1
321,6056,6
321,6108,3
321,6272,3
321,6307,6
321,6371,1
321,6434,6
321,6505,1
323,323,3
324,2750,4
325,3004,1
326,998,9
326,3115,2
326,5509,17
326,6056,2
327,2554,2
328,1598,3
328,1998,24
328,3181,71
328,5144,32
328,5487,3
329,329,3
329,1847,2
329,3297,5
329,6294,3
330,6056,4
331,687,21
331,750,3
331,1423,3
331,1440,3
331,1847,1
331,3863,8
331,3995,3
331,4044,14
331,4073,2
331,4127,3
331,5509,15
331,6056,13
331,6247,1
331,6443,15
332,489,1
332,1323,4
332,1567,3
332,2446,1
332,5829,19
332,6056,4
332,6066,3
333,333,1
334,2980,4
335,335,2
335,3292,2
335,5123,2
336,1223,40
336,1560,30
336,4303,38
336,4391,2
336,4824,12
337,2750,6
338,370,16
338,653,2
338,717,6
338,790,16
338,1843,16
338,1859,2
338,1955,6
338,2833,1
338,3119,2
338,5212,2
338,5269,2
338,5515,6
338,5801,1
339,4042,3
340,687,1
340,1341,7
340,4098,1
340,4766,1
340,5372,1
340,5817,1
340,6051,1
340,6443,1
341,2335,3
341,2365,9
341,3065,3
341,3647,3
341,3783,9
341,5689,3
342,3753,2
342,6056,2
343,3246,1
343,3857,1
343,5509,5
343,5968,4
344,570,6
344,1374,2
344,1657,2
344,2557,6
344,2720,2
344,3934,2
344,4387,2
344,5948,4
344,6465,2
344,6562,2
345,2346,4
345,2717,1
345,3004,4
345,3863,6
345,4609,1
345,5326,1
345,5604,1
346,1331,2
346,2540,2
346,5230,3
346,6406,2
347,571,4
347,720,3
347,1026,34
347,1045,1
347,1328,2
347,2247,3
347,2377,3
347,2564,3
347,3073,1
347,5326,3
347,5569,8
347,6405,10
347,6445,3
348,5144,3
349,1648,7
350,696,1
351,351,2
351,1283,6
351,2720,14
351,4081,8
352,191,3
352,607,6
352,2268,6
352,2513,10
352,3597,3
352,4789,6
352,4843,1
352,4954,7
352,5061,5
352,5329,6
352,5479,3
352,5644,1
352,5726,9
352,5849,2
352,5900,3
352,5926,19
352,6153,2
352,6243,7
352,6415,33
353,168,3
353,2623,1
353,4073,2
353,4694,1
354,556,6
354,1014,3
354,1374,3
354,2078,1
354,2189,3
354,2527,6
354,3079,1
354,3246,1
354,3547,3
354,4152,3
354,5462,12
354,5561,8
354,6435,1
355,700,1
355,1649,1
355,2891,1
355,4389,1
356,488,3
356,543,17
356,834,3
356,1315,29
356,1925,2
356,2268,12
356,2568,3
356,3505,8
356,3830,3
356,4116,3
356,4197,3
356,5207,3
356,5213,7
356,5653,2
356,5726,5
356,5914,14
356,5926,20
356,6061,18
356,6093,2
356,6311,3
356,6415,61
356,6594,8
357,3062,6
357,3838,6
357,5223,6
358,2209,10
358,4383,2
358,5733,8
359,5234,4
360,4391,5
361,1026,1
361,3795,1
361,3857,1
361,5316,1
361,5577,1
361,6405,1
361,6407,1
362,2693,2
362,2720,1
363,1683,3
363,3406,3
363,4939,3
364,364,1
364,1223,2
364,5947,2
365,1489,1
365,1599,1
365,2720,1
365,3656,1
365,4268,2
365,4383,3
365,5215,9
365,5661,2
365,5694,1
365,6338,1
366,1165,2
366,4383,4
367,5509,2
367,6086,1
368,1588,2
368,1847,1
368,3995,1
368,5509,1
368,5839,1
369,169,1
369,866,3
369,1540,15
369,6148,3
370,171,6
370,370,26
370,2720,2
370,3258,127
370,4050,5
370,4061,164
370,4276,147
370,4841,6
370,4868,5
370,5214,4
370,5215,2
370,5911,92
370,5983,6
371,606,4
371,1333,1
371,1710,1
371,3345,10
371,3497,1
371,3687,1
371,3983,4
371,4934,1
371,5341,5
371,5818,4
371,5909,6
371,6276,1
372,3897,1
372,4383,1
372,5341,3
372,6290,1
373,476,3
373,536,3
373,832,2
373,850,6
373,1327,2
373,1926,2
373,2209,4
373,2395,2
373,3307,1
373,3344,12
373,3779,2
373,5214,3
373,5376,2
373,5872,2
373,5894,2
374,5086,2
375,3224,1
375,6056,6
376,376,2
376,609,1
376,835,1
376,1009,3
376,1538,18
376,1650,1
376,2263,3
376,2294,1
376,2408,9
376,2588,3
376,2833,3
376,2835,3
376,2867,2
376,3297,6
376,3317,3
376,3319,22
376,3584,1
376,3773,1
376,3902,3
376,4501,7
376,5604,4
376,6180,4
376,6186,2
376,6242,12
377,2346,7
377,5287,6
377,5419,6
378,378,3
378,866,1
378,1961,2
378,2652,4
378,3378,5
378,3477,6
378,4421,23
378,4518,7
378,4530,9
378,4764,6
378,4816,4
378,4942,3
378,5079,1
378,5714,2
378,6008,4
379,1487,3
379,4183,3
380,3224,2
380,6056,2
381,5689,1
381,6056,4
382,753,4
382,1327,2
382,1413,1
382,2199,1
382,2290,2
382,3336,2
382,4044,2
382,4061,2
382,4073,9
382,4813,2
382,4913,2
382,5072,2
382,5166,2
382,5462,4
382,6056,2
382,6505,2
383,293,9
383,307,11
383,696,11
383,1026,2
383,1648,2
383,2513,6
383,2537,1
383,3539,1
383,3863,1
383,4383,2
383,4912,6
383,5061,1
383,5411,6
383,5419,6
383,5509,1
383,5628,1
383,6379,1
383,6415,6
385,3995,12
387,722,4
387,3718,4
387,5462,8
387,5877,4
388,215,3
388,650,3
388,1413,3
388,6164,2
389,1669,3
389,4340,3
390,390,1
390,1049,6
390,5908,1
391,1151,2
391,2126,2
391,5092,2
391,5509,2
393,1648,3
393,2652,3
393,3029,3
394,394,1
